ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio
D053422	Receptor-Interacting Protein Serine-Threonine Kinases	1/85	23/15617	0.118045448668264	0.29685527583134	0.239961239915816	DptB	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00147275405007364	7.98823529411765
D017299	Rod Opsins	2/85	110/15617	0.120637470799803	0.301552530659205	0.243758238603269	ninaC/toy	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00704360632643914	3.34053475935829
D008666	Metalloendopeptidases	4/85	347/15617	0.120699643953554	0.301552530659205	0.243758238603269	Ance-5/ap/Idgf4/Ndg	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0222193763206762	2.1179182912358
D013481	Superoxides	2/85	111/15617	0.122435316696491	0.302984284132866	0.244915588216919	Dr/Irc	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00710763911122495	3.31043985161632
D003570	Cytidine Triphosphate	1/85	24/15617	0.122852819250745	0.302984284132866	0.244915588216919	Prat2	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00153678683485945	7.65539215686274
D017474	Receptors, Laminin	1/85	24/15617	0.122852819250745	0.302984284132866	0.244915588216919	Tig	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00153678683485945	7.65539215686274
D017780	Malaria Vaccines	1/85	24/15617	0.122852819250745	0.302984284132866	0.244915588216919	AttC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00153678683485945	7.65539215686274
D018969	Insulin-Like Growth Factor Binding Proteins	2/85	112/15617	0.124239795711285	0.305422831123575	0.246886773528835	Idgf4/Mtp	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00717167189601076	3.28088235294118
D002619	Chemical Warfare Agents	1/85	25/15617	0.127634292370971	0.310173919858474	0.250727288542704	Prat2	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00160081961964526	7.34917647058823
D006690	Bisbenzimidazole	1/85	25/15617	0.127634292370971	0.310173919858474	0.250727288542704	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00160081961964526	7.34917647058823
D018690	Excitatory Amino Acid Agonists	1/85	25/15617	0.127634292370971	0.310173919858474	0.250727288542704	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00160081961964526	7.34917647058823
D018696	Neuroprotective Agents	3/85	228/15617	0.127790037386281	0.310173919858474	0.250727288542704	CG11089/Cyp6d2/ppk19	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0145994749311648	2.41749226006192
D000432	Methanol	1/85	26/15617	0.13239000588742	0.320325345475239	0.258933134543218	alpha-Est7	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00166485240443107	7.06651583710407
D051778	Basic Helix-Loop-Helix Leucine Zipper Transcription Factors	2/85	118/15617	0.135199146366052	0.326093538562145	0.26359581995897	CG6277/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00755586860472562	3.11405782652044
D051304	Profilins	3/85	235/15617	0.136378280942622	0.326618367540376	0.264020062418557	CG5080/Ndg/Tig	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0150477044246654	2.34548185231539
D051700	Activating Transcription Factor 3	2/85	119/15617	0.137046670819081	0.326618367540376	0.264020062418557	AttC/PGRP-SD	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00761990138951143	3.0878892733564
D055749	SOXB2 Transcription Factors	2/85	119/15617	0.137046670819081	0.326618367540376	0.264020062418557	Cyp6d2/Irc	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00761990138951143	3.0878892733564
D024682	BRCA2 Protein	1/85	27/15617	0.137120096933509	0.326618367540376	0.264020062418557	Cyp6d2	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00172888518921688	6.80479302832244
D011978	Receptors, Nicotinic	2/85	120/15617	0.138899873935377	0.328815442309981	0.265796055061523	ap/Grik	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00768393417429724	3.0621568627451
D026905	Amino Acid Transport Systems	2/85	120/15617	0.138899873935377	0.328815442309981	0.265796055061523	CG13794/Gat	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00768393417429724	3.0621568627451
D009538	Nicotine	2/85	121/15617	0.140758641254478	0.331644958456357	0.268083278022088	CG4325/Elal	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00774796695908305	3.03684978123481
D010726	Phosphodiesterase Inhibitors	1/85	28/15617	0.141824701921363	0.331644958456357	0.268083278022088	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00179291797400269	6.56176470588235
D011722	Pyrethrins	1/85	28/15617	0.141824701921363	0.331644958456357	0.268083278022088	alpha-Est7	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00179291797400269	6.56176470588235
D013250	Steroid Hydroxylases	1/85	28/15617	0.141824701921363	0.331644958456357	0.268083278022088	Cyp9b1	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00179291797400269	6.56176470588235
D026921	Amino Acid Transport Systems, Neutral	2/85	123/15617	0.144492415903616	0.336432738534277	0.271953452270211	CG13794/Gat	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00787603252865467	2.98747010999522
D001779	Blood Coagulation Factors	1/85	29/15617	0.146503956545565	0.336432738534277	0.271953452270211	Tig	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0018569507587885	6.33549695740365
D012394	Rosaniline Dyes	1/85	29/15617	0.146503956545565	0.336432738534277	0.271953452270211	Yp3	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0018569507587885	6.33549695740365
D015214	Antigens, Differentiation, Myelomonocytic	1/85	29/15617	0.146503956545565	0.336432738534277	0.271953452270211	ppk19	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0018569507587885	6.33549695740365
D015740	Calcitonin Gene-Related Peptide	1/85	29/15617	0.146503956545565	0.336432738534277	0.271953452270211	Pdfr	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0018569507587885	6.33549695740365
D051757	PAX5 Transcription Factor	1/85	29/15617	0.146503956545565	0.336432738534277	0.271953452270211	toy	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0018569507587885	6.33549695740365
D000942	Antigens, Bacterial	2/85	126/15617	0.150132007870194	0.340289129944086	0.275070743892221	ap/AttC	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0080681308830121	2.91633986928105
D007930	Leucine	2/85	126/15617	0.150132007870194	0.340289129944086	0.275070743892221	Mtp/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0080681308830121	2.91633986928105
D010882	Piperonyl Butoxide	1/85	30/15617	0.15115799578688	0.340289129944086	0.275070743892221	alpha-Est7	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00192098354357431	6.1243137254902
D018691	Excitatory Amino Acid Antagonists	1/85	30/15617	0.15115799578688	0.340289129944086	0.275070743892221	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00192098354357431	6.1243137254902
D054774	G-Protein-Coupled Receptor Kinase 5	1/85	30/15617	0.15115799578688	0.340289129944086	0.275070743892221	CG4325	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00192098354357431	6.1243137254902
D062565	Acid Sensing Ion Channels	1/85	30/15617	0.15115799578688	0.340289129944086	0.275070743892221	ppk19	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00192098354357431	6.1243137254902
D012315	RNA Caps	3/85	247/15617	0.151547706788203	0.340289129944086	0.275070743892221	DptB/fat-spondin/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0158160978420952	2.23153131698023
D020123	Sirolimus	4/85	379/15617	0.15173257163087	0.340289129944086	0.275070743892221	Ac76E/CG42369/CG9485/DptB	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0242684254338221	1.93909669408661
D004296	Dopa Decarboxylase	2/85	128/15617	0.153916414120815	0.344180436241006	0.278216258760656	PGRP-SD/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00819619645258372	2.87077205882353
D000591	Amino Acid Isomerases	1/85	31/15617	0.15578695391597	0.347350562946363	0.280778812290411	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00198501632836012	5.92675521821632
D007797	Laminin	3/85	253/15617	0.159329154014719	0.35148534219788	0.284121137109108	Ndg/Tig/Yp3	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.01620029455081	2.17860962566845
D000582	Amidophosphoribosyltransferase	1/85	32/15617	0.160390964497077	0.35148534219788	0.284121137109108	Prat2	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00204904911314593	5.74154411764706
D002746	Chlorpromazine	1/85	32/15617	0.160390964497077	0.35148534219788	0.284121137109108	Lsp1beta	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00204904911314593	5.74154411764706
D043265	Phosphatidylinositol Diacylglycerol-Lyase	1/85	32/15617	0.160390964497077	0.35148534219788	0.284121137109108	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00204904911314593	5.74154411764706
D051552	beta-Adrenergic Receptor Kinases	1/85	32/15617	0.160390964497077	0.35148534219788	0.284121137109108	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00204904911314593	5.74154411764706
D051606	G-Protein-Coupled Receptor Kinase 1	1/85	32/15617	0.160390964497077	0.35148534219788	0.284121137109108	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00204904911314593	5.74154411764706
D002334	Carnitine O-Palmitoyltransferase	1/85	33/15617	0.164970160391704	0.360356553801839	0.291292129539948	Ndg	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00211308189793174	5.56755793226382
D051901	Smad4 Protein	2/85	134/15617	0.165378757416229	0.360356553801839	0.291292129539948	ap/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00858039316129858	2.74223002633889
D002116	Calcitonin	1/85	34/15617	0.169524673762257	0.365239957234975	0.29523960037247	Pdfr	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00217711468271755	5.4038062283737
D005038	Ethylnitrosourea	1/85	34/15617	0.169524673762257	0.365239957234975	0.29523960037247	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00217711468271755	5.4038062283737
D016202	N-Methylaspartate	1/85	34/15617	0.169524673762257	0.365239957234975	0.29523960037247	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00217711468271755	5.4038062283737
D051524	Fibroblast Growth Factor 8	1/85	34/15617	0.169524673762257	0.365239957234975	0.29523960037247	Dr	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00217711468271755	5.4038062283737
D060466	Axin Protein	2/85	137/15617	0.171166232213119	0.367743697780006	0.29726348451578	Tig/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00877249151565602	2.68218119364534
D018094	Receptors, Metabotropic Glutamate	2/85	138/15617	0.173103066706509	0.367768335730174	0.297283400459854	Grik/Pdfr	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00883652430044183	2.66274509803922
D001569	Benzodiazepines	1/85	35/15617	0.174054636075689	0.367768335730174	0.297283400459854	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00224114746750336	5.24941176470588
D004270	DNA, Circular	1/85	35/15617	0.174054636075689	0.367768335730174	0.297283400459854	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00224114746750336	5.24941176470588
D045683	Furin	1/85	35/15617	0.174054636075689	0.367768335730174	0.297283400459854	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00224114746750336	5.24941176470588
D051793	Hypoxia-Inducible Factor 1	1/85	35/15617	0.174054636075689	0.367768335730174	0.297283400459854	Cyp9b1	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00224114746750336	5.24941176470588
D058571	Vacuolar Sorting Protein VPS15	1/85	35/15617	0.174054636075689	0.367768335730174	0.297283400459854	AttC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00224114746750336	5.24941176470588
D004746	Enoyl-CoA Hydratase	1/85	36/15617	0.178560178107108	0.37317617604401	0.301654796802198	CG12338	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00230518025228917	5.10359477124183
D010755	Organophosphates	1/85	36/15617	0.178560178107108	0.37317617604401	0.301654796802198	alpha-Est7	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00230518025228917	5.10359477124183
D018092	Receptors, Kainic Acid	1/85	36/15617	0.178560178107108	0.37317617604401	0.301654796802198	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00230518025228917	5.10359477124183
D018350	alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid	1/85	36/15617	0.178560178107108	0.37317617604401	0.301654796802198	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00230518025228917	5.10359477124183
D020506	Untranslated Regions	3/85	269/15617	0.18065523914808	0.376388141465333	0.304251170415263	ap/Apoltp/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.017224819107383	2.04902689700415
D054890	Fatty Acid Synthase, Type I	2/85	143/15617	0.182840479472433	0.376388141465333	0.304251170415263	Irc/Mtp	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00915668822437088	2.5696421225833
D007608	Kainic Acid	1/85	37/15617	0.183041429943376	0.376388141465333	0.304251170415263	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00236921303707498	4.96565977742448
D010727	Phosphoric Diester Hydrolases	1/85	37/15617	0.183041429943376	0.376388141465333	0.304251170415263	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00236921303707498	4.96565977742448
D017500	Adenovirus E1A Proteins	1/85	37/15617	0.183041429943376	0.376388141465333	0.304251170415263	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00236921303707498	4.96565977742448
D062626	Degenerin Sodium Channels	1/85	37/15617	0.183041429943376	0.376388141465333	0.304251170415263	ppk19	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00236921303707498	4.96565977742448
D009698	Nucleoproteins	3/85	272/15617	0.184739330830734	0.377973411612177	0.305532614341004	ap/CG9691/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0174169174617404	2.02642733564014
D053829	Amyloid Precursor Protein Secretases	2/85	144/15617	0.184797952222381	0.377973411612177	0.305532614341004	ap/Elal	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00922072100915669	2.55179738562091
D055504	Insulin Receptor Substrate Proteins	2/85	145/15617	0.186758539923097	0.378450962096816	0.305918639504597	Ac76E/Yp3	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0092847537939425	2.53419878296146
D013002	Somatomedins	3/85	274/15617	0.18747591804694	0.378450962096816	0.305918639504597	CG15203/Idgf4/Sodh-1	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.017544983031312	2.01163589523401
D013682	Teichoic Acids	1/85	38/15617	0.187498520986688	0.378450962096816	0.305918639504597	PGRP-SD	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00243324582186079	4.83498452012384
D014233	Tricarboxylic Acids	1/85	38/15617	0.187498520986688	0.378450962096816	0.305918639504597	GlyP	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00243324582186079	4.83498452012384
D016166	Free Radical Scavengers	1/85	38/15617	0.187498520986688	0.378450962096816	0.305918639504597	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00243324582186079	4.83498452012384
D016755	Proto-Oncogene Proteins c-jun	2/85	146/15617	0.188722152146574	0.379179648267612	0.30650766874305	Dr/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00934878657872831	2.51684125705077
D017351	N-Acetylglucosaminyltransferases	3/85	275/15617	0.188848273322331	0.379179648267612	0.30650766874305	ap/Dr/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0176090158160978	2.00432085561497
D017982	Receptors, Biogenic Amine	2/85	147/15617	0.190688699334818	0.380391529271028	0.30748728572104	Achl/Pdfr	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00941281936351412	2.49971988795518
D002166	Camptothecin	1/85	39/15617	0.191931579958133	0.380391529271028	0.30748728572104	Cyp6d2	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0024972786066466	4.71101055806938
D011965	Receptors, Glucocorticoid	1/85	39/15617	0.191931579958133	0.380391529271028	0.30748728572104	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0024972786066466	4.71101055806938
D018733	Nicotinic Antagonists	1/85	39/15617	0.191931579958133	0.380391529271028	0.30748728572104	ppk19	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0024972786066466	4.71101055806938
D027341	Excitatory Amino Acid Transporter 1	1/85	39/15617	0.191931579958133	0.380391529271028	0.30748728572104	Gat	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0024972786066466	4.71101055806938
D003513	Cycloheximide	2/85	148/15617	0.192658092793243	0.380798199927748	0.307816015586967	ap/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00947685214829993	2.48282988871224
D005353	Fibronectins	2/85	149/15617	0.194630244684121	0.380798199927748	0.307816015586967	Kal1/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00954088493308574	2.46616660086854
D011392	Proline	2/85	149/15617	0.194630244684121	0.380798199927748	0.307816015586967	ap/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00954088493308574	2.46616660086854
D003515	Cycloleucine	1/85	40/15617	0.19634073490123	0.380798199927748	0.307816015586967	Grik	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00256131139143241	4.59323529411765
D004076	Digoxigenin	1/85	40/15617	0.19634073490123	0.380798199927748	0.307816015586967	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00256131139143241	4.59323529411765
D012177	Retinol-Binding Proteins	1/85	40/15617	0.19634073490123	0.380798199927748	0.307816015586967	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00256131139143241	4.59323529411765
D014453	Glucuronosyltransferase	1/85	40/15617	0.19634073490123	0.380798199927748	0.307816015586967	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00256131139143241	4.59323529411765
D051702	Activating Transcription Factor 6	1/85	40/15617	0.19634073490123	0.380798199927748	0.307816015586967	Tsf1	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00256131139143241	4.59323529411765
D056931	Cryptochromes	2/85	150/15617	0.196605068020063	0.380798199927748	0.307816015586967	ninaC/Pdfr	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00960491771787155	2.44972549019608
D016326	Extracellular Matrix Proteins	4/85	423/15617	0.198736835030944	0.383957562893536	0.31036986831029	DptB/Kal1/Ndg/Tig	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0270858679643978	1.73739396467807
D008868	Microtubule Proteins	2/85	152/15617	0.200562385290537	0.384602382488948	0.31089110448911	Dr/ninaC	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00973298328744317	2.41749226006192
D007501	Iron	2/85	154/15617	0.204529365467728	0.384602382488948	0.31089110448911	Tsf1/Tsf3	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00986104885701479	2.38609625668449
D018110	Receptors, Lipoprotein	2/85	154/15617	0.204529365467728	0.384602382488948	0.31089110448911	Irc/Mtp	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00986104885701479	2.38609625668449
D064413	3-Phosphoinositide-Dependent Protein Kinases	2/85	154/15617	0.204529365467728	0.384602382488948	0.31089110448911	CG6277/ninaC	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00986104885701479	2.38609625668449
D003165	Complement System Proteins	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	DptB	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D004967	Estrogens	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	Cyp9b1	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D005721	Glutamate-Cysteine Ligase	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	fat-spondin	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D006593	Hexokinase	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	DNaseII	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D012172	Retinaldehyde	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D015676	Osteonectin	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D018834	Chaperonin 60	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D056485	Retinoblastoma-Binding Protein 2	1/85	42/15617	0.205087841509752	0.384602382488948	0.31089110448911	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00268937696100403	4.37450980392157
D017447	Receptors, Dopamine D1	1/85	43/15617	0.209426045906007	0.390922072351249	0.315999589123565	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00275340974578984	4.27277701778386
D007334	Insulin-Like Growth Factor I	2/85	157/15617	0.210496500496826	0.390922072351249	0.315999589123565	AttC/Tsf1	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0100531472113722	2.34050206069689
D011761	Pyrrolidonecarboxylic Acid	2/85	157/15617	0.210496500496826	0.390922072351249	0.315999589123565	Apoltp/AttC	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0100531472113722	2.34050206069689
D048728	MAP Kinase Kinase Kinase 1	2/85	157/15617	0.210496500496826	0.390922072351249	0.315999589123565	DNaseII/Tsf1	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0100531472113722	2.34050206069689
D015342	DNA Probes	3/85	292/15617	0.212560277930677	0.391263086602672	0.316275246015198	ap/Ubx/Yp3	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0186975731574566	1.88763094278807
D000135	Acid Phosphatase	1/85	44/15617	0.213740851742529	0.391263086602672	0.316275246015198	DNaseII	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00281744253057565	4.17566844919786
D000951	Antigens, Neoplasm	1/85	44/15617	0.213740851742529	0.391263086602672	0.316275246015198	Tsf3	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00281744253057565	4.17566844919786
D012435	S-Adenosylhomocysteine	1/85	44/15617	0.213740851742529	0.391263086602672	0.316275246015198	CG7560	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00281744253057565	4.17566844919786
D038341	Glycogen Synthase Kinases	1/85	44/15617	0.213740851742529	0.391263086602672	0.316275246015198	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00281744253057565	4.17566844919786
D050862	Oxidoreductases Acting on Sulfur Group Donors	1/85	44/15617	0.213740851742529	0.391263086602672	0.316275246015198	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00281744253057565	4.17566844919786
D038362	Glycogen Synthase Kinase 3	4/85	437/15617	0.214559601478397	0.391826700795072	0.316730840277633	DNaseII/DptB/ninaC/Ubx	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0279823269513991	1.68173374613003
D007074	Immunoglobulin G	1/85	45/15617	0.218032383727495	0.396281607390969	0.320331938177837	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00288147531536146	4.08287581699346
D015689	Oncogene Protein p21(ras)	1/85	45/15617	0.218032383727495	0.396281607390969	0.320331938177837	ap	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00288147531536146	4.08287581699346
D053667	Syndecans	2/85	162/15617	0.220480790171327	0.399687650687488	0.32308519351531	Mtp/Tig	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0103733111353013	2.26826434277415
D020930	MAP Kinase Kinase Kinases	4/85	443/15617	0.22144881761625	0.399687650687488	0.32308519351531	AttC/DptB/ninaC/PGRP-SD	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.028366523660114	1.65895631390254
D043303	Aryldialkylphosphatase	1/85	46/15617	0.222300765912389	0.399687650687488	0.32308519351531	Irc	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00294550810014728	3.99411764705882
D050888	Heat-Shock Proteins, Small	1/85	46/15617	0.222300765912389	0.399687650687488	0.32308519351531	GlyP	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00294550810014728	3.99411764705882
D012260	Ribonucleases	3/85	299/15617	0.222511899404899	0.399687650687488	0.32308519351531	DNaseII/DptB/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0191458026509573	1.84343891402715
D039102	Poly(A)-Binding Proteins	2/85	164/15617	0.224486352722152	0.402292132097875	0.32519051095265	ninaC/Pdh	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0105013767048729	2.24060258249641
D051785	Smad Proteins	2/85	165/15617	0.226491368059639	0.404095058931118	0.326647896398035	ap/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0105654094896587	2.22702317290553
D012337	RNA, Ribosomal, 18S	1/85	47/15617	0.226546121695411	0.404095058931118	0.326647896398035	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00300954088493309	3.90913642052566
D007980	Levodopa	1/85	48/15617	0.230768573824884	0.407832940377157	0.329669391178406	Lsp1beta	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0030735736697189	3.82769607843137
D011768	Pyruvate Dehydrogenase Complex	1/85	48/15617	0.230768573824884	0.407832940377157	0.329669391178406	ninaC	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0030735736697189	3.82769607843137
D024341	Xanthophylls	1/85	48/15617	0.230768573824884	0.407832940377157	0.329669391178406	DptB	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0030735736697189	3.82769607843137
D056925	Circadian Rhythm Signaling Peptides and Proteins	1/85	48/15617	0.230768573824884	0.407832940377157	0.329669391178406	Pdfr	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.0030735736697189	3.82769607843137
D003285	Contractile Proteins	4/85	452/15617	0.231893887170273	0.408663590605024	0.330340842470814	Nepl15/CG5080/Ndg/Tig	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0289428187231863	1.62592399791775
D014867	Water	2/85	168/15617	0.232514461753389	0.408663590605024	0.330340842470814	ppk19/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0107575078440161	2.18725490196078
D006026	Glycoside Hydrolases	2/85	169/15617	0.234524599720144	0.408663590605024	0.330340842470814	CG6277/Yp3	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0108215406288019	2.17431256526279
D006899	Mixed Function Oxygenases	2/85	169/15617	0.234524599720144	0.408663590605024	0.330340842470814	alpha-Est7/ap	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.0108215406288019	2.17431256526279
D000154	Aconitate Hydratase	1/85	49/15617	0.234968244402628	0.408663590605024	0.330340842470814	Ac76E	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00313760645450471	3.74957983193277
D001280	Atrazine	1/85	49/15617	0.234968244402628	0.408663590605024	0.330340842470814	Irc	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00313760645450471	3.74957983193277
D005954	Glucosephosphate Dehydrogenase	1/85	49/15617	0.234968244402628	0.408663590605024	0.330340842470814	DNaseII	1	3	Cluster 2 (85 genes)	0.0117647058823529	0.00313760645450471	3.74957983193277
