gene_name	Full_Name	ci_repressor_bound	food_response_cluster	food_response_FDR	log2_hour_6_Ci_KD_over_WT	log2_hour_12_Ci_KD_over_WT	log2_hour_6_and_12_Ci_KD_over_WT	log2_Hour_0_FSC_enrichment	Hour_0_FSC_FDR	log2_Hour_3_FSC_enrichment	Hour_3_FSC_FDR	log2_Hour_6_FSC_enrichment	Hour_6_FSC_FDR	log2_Hour_12_FSC_enrichment	Hour_12_FSC_FDR	log2_Hour_24_FSC_enrichment	Hour_24_FSC_FDR	log2_Hour_ALL_FSC_enrichment	Hour_ALL_FSC_FDR	Enriched_Tissue	Repeat_Info	entrez_gene_ID
dod	dodo	No	NA	1	0.12965205678877	-0.103186765495016	0.026465291293754	-0.12881296365	1	-0.3642765423	1	-0.25154056897	1	-0.0909765121377	1	-0.063856652195	1	-0.2051264403	1	Not Enriched	Genome	33111
Dok	Downstream of kinase	No	NA	1	0.0737227484417372	-0.0131519838942507	0.0605707645474865	0.16070364364	0.232341253570832	0.0324878288	0.905349544117865	0.11695333823	0.436725966720324	0.1980016452478	0.138725298026826	0.085867633593	0.548756395248658	0.14363369368	0.00573759945280018	Not Enriched	Genome	31667
dom	domino	Yes	NA	1	-0.0368971887615187	0.325779032359411	0.288881843597892	0.05483401679	0.781368035480043	0.2898127787	0.359551106495341	0.27575316559	0.27748273008749	0.0747837272931	0.720404453120553	0.081526328613	0.535142202084555	0.23595412621	0.0403841735320532	Not Enriched	Genome	45655
dome	domeless	No	NA	1	0.238354541656013	0.196788351351122	0.435142893007135	0.11687984516	0.450709968464155	0.2001388262	0.298836883478716	0.05569156069	0.772834479944884	0.1719641517184	0.259925574514215	0.099215404663	0.47894906208411	0.15053694717	0.0105797144201937	Not Enriched	Genome	32976
dop	drop out	No	NA	1	0.353518110478406	0.248638998427848	0.602157108906254	0.02365117923	0.878921985533023	0.0783895539	0.846346693151154	-0.10054627461	1	0.059541239064	0.773293053145505	0.03525723067	0.746973767609418	0.04176583228	0.705094178509637	Not Enriched	Genome	39686
Dop1R1	Dopamine 1-like receptor 1	No	NA	1	-0.816163426494338	-0.758394467193031	-1.57455789368737	1.52082876146	0.000403362772963153	2.0341718733	4.04807143007067e-05	2.29459249583	1.93168082008172e-07	1.8207214406299	0.00014422112472362	1.135640464678	0.0220206121640842	1.93275823262	3.46271261747321e-23	Head, Male Head, CNS, Pharate CNS	Genome	41726
Dop1R2	Dopamine 1-like receptor 2	No	NA	1	0.0190783318317307	-0.0469979047747989	-0.0279195729430681	0.19676829386	0.341824985832813	0.7469129357	0.0789113187342856	0.22836166341	0.418613630080327	0.1097842764255	0.486177284114602	0.045855767133	NA	0.54592444317	0.00445431073993702	Head, Male Head, CNS, Pharate CNS, Larval CNS	Genome	43484
Dop2R	Dopamine 2-like receptor	Yes	NA	1	0.129371821441918	-0.0742061113178284	0.0551657101240898	0.54316509147	0.0770852175272883	0.5332193097	0.166444064850946	0.00458121084	1	0.2313591786669	0.153210047790033	0.05566201174	NA	0.61317800113	0.00323173197704968	Head, Male Head, Female Head, CNS, Pharate CNS	Genome	33007
DopEcR	Dopamine/Ecdysteroid receptor	No	NA	1	-0.275707292514706	-0.308718000190914	-0.58442529270562	0.75393234125	0.0013279632454312	1.4746617654	1.12311929925837e-07	0.9955871396	1.22677239187172e-05	0.8230831973679	0.000596855708049144	0.7192219952	0.00715099763886263	1.00047085129	1.48132902953452e-20	Not Enriched	Genome	38539
dor	deep orange	No	NA	1	-0.0841424728790073	-0.00113056023705586	-0.0852730331160631	0.30573163698	0.131110046732869	0.1511480094	0.6162182562623	0.0587533295	0.849340167170398	0.0781965658073	0.706804567842109	0.135068343668	0.390836963875897	0.21027974218	0.0229260958450727	Not Enriched	Genome	31118
dos	daughter of sevenless	No	NA	1	-0.00103820359798591	0.0018733386872537	0.000835135089267788	0.10382996696	0.523335915516307	-0.2036197083	1	0.09563023928	0.619237178067148	0.1817904611187	0.24067957407318	-0.003031227744	0.925401219002084	0.057863569	0.399064670462222	Not Enriched	Genome	38321
Dot	UDP-glycosyltransferase family 36 member A1	No	NA	1	-0.212222734074578	-0.219386803022468	-0.431609537097046	0.08106175031	0.632602276456923	0.1654556359	0.49257744582353	0.26808793277	0.111269588421727	0.193532884142	0.240731846582731	0.415952243792	0.0173719887131755	0.27098613736	0.000139169679457332	Digestive System	Genome	44058
Dp	DP transcription factor	Yes	NA	1	0.106771714704441	-0.0489065190658792	0.0578651956385614	0.11654727429	0.263207941338115	0.0462136598	0.776687295106167	0.06319538076	0.594733145348997	0.2090992428772	0.0348983405379629	0.161430682709	0.137895963160969	0.13612597825	0.000535670306715677	Not Enriched	Genome	36461
Dp1	Dodeca-satellite-binding protein 1	No	NA	1	-0.0887310255180747	0.0632569614495325	-0.0254740640685422	0.31267047277	0.0505414929574357	0.4219416239	0.0295415546782014	0.37551423317	0.0172263729352467	0.2589963386561	0.102775400595628	0.22894018905	0.163802267658915	0.3625612756	1.06444691561735e-08	Not Enriched	Genome	37116
dpa	disc proliferation abnormal	No	NA	1	0.0474127587458541	0.0456970949135483	0.0931098536594024	-0.00919500281	1	-0.3647748319	1	-0.20536447603	1	-0.114893174596	1	-0.005967022762	0.923821860938904	-0.14928051331	1	Ovary, S2R+ Cells	Genome	35679
Dpck	Dephospho-CoA kinase	No	NA	1	0.0484087105637369	-0.0821369897736257	-0.0337282792098888	-0.27705084205	1	-0.6023906327	1	-0.34991513875	1	-0.1999575799446	1	-0.176874274891	1	-0.3416556529	1	Not Enriched	Genome	40846
DPCoAC	Dephosphocoenzyme A carrier	No	NA	1	-0.0524790157506647	-0.222275528200698	-0.274754543951363	-0.06025855958	1	-0.2416540569	1	-0.16706515571	1	0.0756963480579	0.706174745835842	0.06667492739	0.634136800692566	-0.04063430239	1	Not Enriched	Genome	42429
Dph5	Diphthamide methyltransferase	Yes	NA	1	-0.0349762213746692	-0.2250930063972	-0.26006922777187	-0.28107554113	1	-0.4692001063	1	-0.13553846863	1	-0.1004384352708	1	-0.149239842194	1	-0.26622905822	1	Not Enriched	Genome	42663
dpn	deadpan	Yes	NA	1	0.0941701473603	0.545825903570051	0.639996050930351	0.22967450788	0.30042004174312	-0.019870908	1	0.07862810647	0.791162925921988	0.0657912938198	0.748734965716481	0.011968313046	0.852002254391699	0.1282569147	0.275780475407738	Carcass, Imaginal Disc, CNS, Larval CNS	Genome	35800
dpp	decapentaplegic	Yes	NA	1	-0.078172183628207	0.0904636183450413	0.0122914347168343	0.45947792326	0.0741624437065647	0.8386136015	0.0134844824546623	0.32740282414	0.21258503439362	0.1916512306836	0.353029748268178	0.092420140275	0.462595839687599	0.51773198588	5.74551215523623e-05	Not Enriched	Genome	33432
DppIII	Dipeptidyl aminopeptidase III	No	NA	1	0.0301605359438769	-0.0588683300046443	-0.0287077940607674	-0.13696233275	1	-0.1040470981	1	-0.23315990335	1	-0.144721084102	1	-0.041827675522	1	-0.15183205627	1	Not Enriched	Genome	40996
dpr1	defective proboscis extension response 1	No	NA	1	0.0578914338582852	-0.0244647758531283	0.0334266580051569	1.13662068561	0.000330522592924199	1.0678155296	0.00141029622081945	0.40999972453	0.108438102299609	0.3300149447694	0.141693197644657	0.311402765347	0.142209441202374	0.77313133195	1.17265408615103e-08	Head, Male Head, CNS, Pharate CNS	Genome	2768858
dpr10	defective proboscis extension response 10	No	NA	1	-0.106628110250248	-0.191574413907712	-0.29820252415796	0.88744421271	0.0243420514206955	0.9440866785	0.0422681436051893	0.56009038713	0.100423860176336	0.2039196367832	0.230675748116738	0.107245952753	0.256536909828689	1.03334373344	8.93558995104994e-07	Head, Male Head, CNS, Pharate CNS	Genome	39180
dpr11	defective proboscis extension response 11	No	NA	1	0.120564477695112	-0.220696053273881	-0.100131575578769	1.13140779011	0.000306450761399423	1.2137101385	0.000582647552815856	0.42506898345	0.128146327237713	0.4253129677005	0.0944186821819078	0.170231367994	0.259572509857156	0.86151580324	4.39457842228138e-09	CNS, Pharate CNS	Genome	40800
dpr12	defective proboscis extension response 12	No	NA	1	-0.0221220770924779	-0.030621301653986	-0.0527433787464639	0.64424137565	0.0184906436587324	0.9479656749	0.00515051944284906	0.53295793678	0.0537024125755682	0.0724477099647	0.72122240921778	0.112136630772	0.427979515194689	0.58875995922	1.88507943383636e-05	Head, Male Head, CNS, Pharate CNS	Genome	50320
dpr15	defective proboscis extension response 15	No	NA	1	-0.141371110153878	-0.0967383766318002	-0.238109486785678	0.27107940391	0.236261774768688	1.2105679815	0.0129960455070366	0.34634197436	0.237839961220693	0.1413606791352	0.375086844948393	0.102974537652	NA	0.8090240033	6.76142259797374e-05	CNS, Pharate CNS	Genome	41473
dpr17	defective proboscis extension response 17	No	NA	1	-0.10818913798363	-0.0138231365970455	-0.122012274580676	0.29814364241	0.210574585511892	0.1027212851	0.806074739665347	-0.37457081217	1	0.0482432543511	0.784707629534667	-0.012193855216	0.967512459061182	0.0430646219	0.782450598418039	Not Enriched	Genome	41470
dpr18	defective proboscis extension response 18	No	NA	1	0.153440870200789	-0.0296873040864182	0.123753566114371	0.28485908779	0.159273822578607	-0.0182895165	1	0.18259527207	0.450828326206971	0.0207092952342	0.908759001023055	0.195480074708	0.259572509857156	0.21080122221	0.0341012686739875	Head, Male Head, CNS, Pharate CNS	Genome	32572
dpr19	defective proboscis extension response 19	No	NA	1	-0.0473755282456528	-0.24802553510884	-0.295401063354493	0.1769492929	0.399919223641744	0.332039577	0.33593147615789	0.01758979702	0.970400466455937	-0.0583641525745	1	0.023427121011	0.761340911943586	0.16171767601	0.324582374337333	Head, Male Head, CNS, Pharate CNS	Genome	34408
dpr20	defective proboscis extension response 20	No	NA	1	-0.155838560043337	-0.0708665145763517	-0.226705074619689	0.17918896873	0.409486791330774	0.4438405758	0.191775544808486	0.11828417513	0.69056740644417	0.1008461997904	0.593871807728935	0.023950892197	NA	0.30660114151	0.0414624298106389	Head, Male Head, CNS, Pharate CNS	Genome	38101
dpr21	defective proboscis extension response 21	No	NA	1	-0.202161168507594	0.0282883314023165	-0.173872837105278	-0.06978907002	1	-0.0966379897	1	0.20288245155	0.437017247297984	-0.0398971825087	1	-0.005227741687	NA	-0.03650591211	1	Head, Male Head, CNS, Pharate CNS	Genome	8674044
dpr4	defective proboscis extension response 4	No	NA	1	-0.0240378073405655	-0.0577675519638924	-0.081805359304458	0.09631719784	0.640105409478888	0.4732755595	0.17503328163527	0.07972452723	0.799996908257485	0.0511797837639	0.784707629534667	0.067981168766	NA	0.27094912726	0.0662513192486034	Head, Male Head, CNS, Pharate CNS	Genome	3346160
dpr6	defective proboscis extension response 6	No	NA	1	0.116835099510818	-0.015780208050326	0.101054891460492	0.31162094239	0.0951595548701601	0.3503211659	0.138985080367799	0.24007733552	0.227646117370421	0.3970897146118	0.033113179509449	0.19612867099	0.25363512049738	0.36719845757	2.62737398592561e-06	Ovary, CNS, Pharate CNS	Genome	50296
dpr7	defective proboscis extension response 7	No	NA	1	0.058970124260894	-0.204666740610338	-0.145696616349444	0.19239198128	0.319067356164031	0.334507337	0.341785199695813	0.18199830671	0.504204517345207	0.0789653191381	0.619222202570597	-0.064430353483	1	0.22304535079	0.237342546010749	Head, Male Head, CNS, Pharate CNS	Genome	2768865
dpr8	defective proboscis extension response 8	No	NA	1	-0.118779884277274	0.00169917039709594	-0.117080713880178	0.94181597624	0.00129164357182625	0.8660207868	0.00813517400521562	0.54958535102	0.0379375160058694	0.5181326786191	0.0510385639413463	0.368905656205	0.117161431802542	0.81512816966	9.73398373009934e-11	Head, Male Head, CNS, Pharate CNS	Genome	32387
dpy	dumpy	Yes	NA	1	0.329082488006655	0.329707186823601	0.658789674830256	-0.12777587659	1	0.1765609113	0.627957657936142	0.01408318534	0.980771040538261	-0.0691367663126	1	0.06888902253	0.544036584691129	0.01909608518	0.878922547947097	Head, Male Head, Carcass, Imaginal Disc	Genome	318824
Dpy-30L1	Dpy-30-like 1	No	NA	1	0.312716741547485	-0.0675690737553067	0.245147667792179	-0.19586739203	1	-0.6059633158	1	-0.39217826762	1	-0.0853558533728	1	-0.065330993157	1	-0.30120774038	1	Not Enriched	Genome	34480
Drak	Death-associated protein kinase related	No	NA	1	0.134099161764997	0.0832020130597344	0.217301174824731	0.21916969519	0.305036626949225	0.263229998	0.355848026703702	-0.00724189511	1	0.0902989878615	0.660242590805323	0.082127767628	0.553753179351322	0.18470218953	0.0636114605858979	Not Enriched	Genome	32097
Drat	Death resistor Adh domain containing target	No	NA	1	-0.364972683845336	-0.055665658785537	-0.420638342630873	0.05389574771	0.775364088761294	0.1110578461	0.787420672836495	0.29538452238	0.286468273194085	0.1082939799312	0.580972805295035	-0.033139670002	1	0.15607975207	0.277689187134331	Not Enriched	Genome	35687
drd	drop dead	No	NA	1	0.47380051225823	-0.143374471803628	0.330426040454602	0.25816515711	0.198795263837475	0.4017107492	0.114158038341258	0.06660576753	0.794671748531821	0.5411311629375	0.0042123843368423	0.559184185797	0.00910555925505156	0.43520622089	3.18825267282634e-06	Not Enriched	Genome	318102
dre4	dre4	No	NA	1	-0.0482479098443024	-0.140989663969126	-0.189237573813429	0.02356532168	0.879062904076056	-0.0584999545	1	-0.11511870862	1	-0.0944477780854	1	0.065066460449	0.615522582687238	-0.02925918584	1	Not Enriched	Genome	38248
Dredd	Death related ced-3/Nedd2-like caspase	No	NA	1	-0.18361751015114	0.119260690580484	-0.0643568195706563	-0.06688979056	1	0.0267686785	0.946868228641243	-0.06366598587	1	-0.110166581652	1	0.009280545656	0.876133911385809	-0.05679028491	1	Not Enriched	Genome	31011
Dref	DNA replication-related element factor	Yes	NA	1	-0.106867393998744	0.0472410237309824	-0.0596263702677619	-0.13052664445	1	-0.3644986859	1	-0.23459917043	1	-0.1926452891779	1	-0.01420514879	0.956194055904328	-0.19007278764	1	Not Enriched	Genome	34328
Drep1	DNA fragmentation factor-related protein 1	No	NA	1	-0.0166161518816138	-0.0676540255355783	-0.0842701774171921	-0.08484369685	1	-0.0843869026	1	-0.0252807742	1	-0.0715747842501	1	0.051144763036	0.682610519677236	-0.03946484947	1	Not Enriched	Genome	36290
Drep2	DNA fragmentation factor-related protein 2	No	NA	1	0.102928306275832	0.0665378819480392	0.169466188223871	0.17737832115	0.37254935203343	0.0391866072	0.929655306003669	0.05627888399	0.848142162291146	0.0369085589513	0.856137727507862	0.080359503395	0.571871146452356	0.12442362975	0.173486823104133	Ovary, CNS, Pharate CNS	Genome	35955
Drep4	DNA fragmentation factor-related protein 4	No	NA	1	-0.00411168136518375	0.110575724348892	0.106464042983708	-0.07477126536	1	-0.1365340889	1	-0.04155504521	1	-0.1072422245505	1	-0.030312403632	1	-0.08048417672	1	Salivary Gland	Genome	34734
Drgx	Dorsal root ganglia homeobox	No	NA	1	-0.242622575637341	-0.223521144034032	-0.466143719671372	0.3546111241	0.158187016769442	1.2608453851	0.00694817553967336	1.40661501261	0.00267089460142529	0.3039873728262	0.153330073051373	0.042139904659	NA	0.95863417156	2.64944200510595e-06	CNS, Pharate CNS, Larval CNS	Genome	5740176
Drice	Death related ICE-like caspase	No	NA	1	0.226752046597269	-0.0581577973720082	0.168594249225261	0.00562581831	0.944796576602612	-0.3259389163	1	-0.06053146641	1	0.1633997505394	0.370701887019357	0.035236795366	0.763932094104089	-0.00771121326	0.996508323918324	Not Enriched	Genome	43514
Drip	drip	No	NA	1	-0.281500179455062	0.000952934575880429	-0.280547244879181	0.07108229669	0.725769165743782	0.2860607368	0.348571596133726	0.16567504552	0.534705681737904	0.0913039317816	0.661567728163581	0.023571934959	0.792647864635224	0.16864256281	0.11011577046667	Not Enriched	Genome	36236
drk	downstream of receptor kinase	No	NA	1	0.0156792920924459	-0.0923684853523951	-0.0766891932599492	0.017944229	0.850283142816863	0.1427642509	0.330980507497994	0.17608206552	0.128681701232043	0.1538786319019	0.193274597157223	0.012610972541	0.86383742933686	0.10122880413	0.0243450159830991	Not Enriched	Genome	36497
drl	derailed	No	NA	1	-0.135997911162109	-0.0786679940406774	-0.214665905202787	0.44178793828	0.0691700071278341	0.0641519711	0.883056663134869	0.03862373597	0.911557931196023	0.0582672047077	0.776147842907459	0.070066833076	0.580354841567452	0.2181766657	0.0649073591506284	Not Enriched	Genome	44355
Drl-2	Derailed 2	No	NA	1	0.0603089743024188	-0.160117855249219	-0.0998088809468004	0.5408971201	0.0773871900275157	1.4974951959	0.00365535307395648	0.23244765119	0.412165246561918	0.310215983272	0.147093331246088	0.093871129813	NA	0.85863016809	1.46954958920468e-05	CNS, Pharate CNS, Larval CNS	Genome	36436
drm	drumstick	Yes	NA	1	0.0206789414872798	-0.0733365533317427	-0.052657611844463	0.42718949774	0.0569240754727062	0.6126562513	0.0264894988367669	0.22921419127	0.326258899397455	0.1719925598966	0.39475699963065	0.077970795839	0.573903242854694	0.37814167133	0.000257398229181845	Not Enriched	Genome	49638
Dro	Drosocin	No	NA	1	0.102270535171403	-0.0834070170285386	0.0188635181428646	0.05167648575	0.778522580364801	0.0894945347	0.836679036033465	0.29472370059	0.298693184410746	0.229950218794	0.227320635673702	0.011164636157	0.840607052818241	0.29043781956	0.0848286091095682	Not Enriched	Genome	36635
Droj2	DnaJ-like-2	No	NA	1	0.0188650990808403	-0.0855543044318801	-0.0666892053510398	0.07965682363	0.645456216254616	0.3600727802	0.0864279072307373	-0.02541246395	1	0.0427069442174	0.818232601401786	0.008707209136	0.868260460796765	0.10290813838	0.263430234938905	Not Enriched	Genome	41646
Dronc	Death regulator Nedd2-like caspase	No	NA	1	0.110464818115651	-0.04793820273279	0.0625266153828613	-0.05837339248	1	-0.18912787	1	-0.06542266228	1	-0.0228731905488	1	0.023487207129	0.813036580363276	-0.06095598238	1	Not Enriched	Genome	39173
drosha	drosha	No	NA	1	-0.0464517241553473	0.0253491215753458	-0.0211026025800016	0.04274238867	0.814864340793091	0.001449066	1	0.06046984282	0.821986941980903	-0.0201389394941	1	0.071809422217	0.597782473750998	0.0598852928	0.537842566345491	Not Enriched	Genome	35747
Drp1	Dynamin related protein 1	No	NA	1	-0.0548858742651235	-0.131634689332842	-0.186520563597966	0.270477195	0.00195907045496824	0.1948185946	0.0719205464709294	0.28570754226	0.000492910647207661	0.282552977783	0.000901441829758725	0.126757709657	0.217838426609689	0.24599809751	1.2405747913456e-12	Not Enriched	Genome	33445
drpr	draper	Yes	NA	1	0.0618502078508899	0.210178214899281	0.272028422750171	0.304706761	0.0489138416368694	0.3681116677	0.0552642249890672	0.30126771642	0.0510036495419108	0.3374280407639	0.0268766499620876	0.110476644287	0.455162208098691	0.3177372085	3.33595675427031e-07	Not Enriched	Genome	38218
Drs	Drosomycin	No	NA	1	-0.253728147968408	-0.278911836584992	-0.5326399845534	-0.33054849958	1	-0.6381451391	1	-0.10999184101	1	-0.0920479841834	1	-0.077424620523	1	-0.53670176241	1	Not Enriched	Genome	38419
ds	dachsous	Yes	NA	1	0.0655402911093848	-0.200057615666515	-0.13451732455713	-0.00557619302	0.964602148414021	-0.5049635168	1	-0.24785450626	1	-0.0878181885037	1	0.005246025076	0.870781457993678	-0.2387705209	1	Carcass, Imaginal Disc	Genome	33245
dsb	debris buster	No	NA	1	0.141186745659647	-0.0382644447036984	0.102922300955949	0.35307466085	0.110762676740036	-0.0171143626	1	0.11383525057	0.629211769443563	0.2171999882399	0.257459165275225	0.163999497717	0.314640703956308	0.2418256263	0.00939047547740494	Head, Male Head, Fat	Genome	38252
Dscam1	Down syndrome cell adhesion molecule 1	Yes	NA	1	0.0262830756222001	-0.109676441138945	-0.0833933655167446	0.70330222351	0.00448873647974482	1.2702220487	2.51956011842831e-05	0.81152644972	0.000894389179784847	0.6463230976477	0.00895299678552183	0.314442904244	0.13864500241115	0.83652132663	2.83993422420061e-13	Not Enriched	Genome	35652
Dscam3	Down syndrome cell adhesion molecule 3	Yes	NA	1	-0.0221153922812579	-0.022310472132625	-0.0444258644138829	0.09825490103	0.642760779594748	0.0444172065	0.924029574066161	-0.09476559435	1	-0.0584161026674	1	-0.040549284731	1	-0.03532720655	1	CNS, Pharate CNS, Larval CNS	Genome	42103
Dscam4	Down syndrome cell adhesion molecule 4	Yes	NA	1	0.272995270662721	0.400419706518903	0.673414977181624	0.30780460841	0.202915684299835	0.6205967387	0.0826557229255214	0.07656608227	0.805776878030152	0.0464704888694	0.816610146748271	0.093545954606	0.416682468824183	0.35630595273	0.0125507895329288	CNS, Pharate CNS, Larval CNS	Genome	2769008
dsd	distracted	No	NA	1	0.205313830921462	0.278534399344344	0.483848230265807	0.32056262508	0.01622601961949	0.4701534566	0.00286117832440947	0.37270389614	0.00378010895717225	0.3385147600857	0.0103431010543428	0.227537279828	0.110355523800448	0.37259199631	1.50179527365741e-12	Not Enriched	Genome	43315
dsh	dishevelled	No	NA	1	0.15726342235823	0.13113430637997	0.2883977287382	0.06707438219	0.741722621251195	-0.042856483	1	-0.2459516768	1	-0.076257502621	1	0.02594087456	0.754969830541127	-0.05801161606	1	Not Enriched	Genome	32078
Dsor1	Downstream of raf1	No	NA	1	0.17282532451107	0.00873260139094391	0.181557925902013	0.02239954077	0.876578338201349	-0.153794144	1	-0.1002290229	1	0.0898280446846	0.638980225703266	0.028314567973	0.792647864635224	-0.00721378809	1	Not Enriched	Genome	31872
Dsp1	Dorsal switch protein 1	No	NA	1	-0.0594388820673583	-0.0111905195982825	-0.0706294016656408	0.10655279707	0.431238306924678	0.0288115481	0.917538383086129	0.01066273285	0.956615449668809	0.080967332395	0.575408802610283	0.071731107268	0.581723917055976	0.07378571411	0.136161211269286	Not Enriched	Genome	117294
Dtg	Dpp target gene	No	NA	1	0.0400796091183222	-0.0458075159150379	-0.00572790679671577	0.03243327731	0.848923013685901	0.1250974136	0.731274076739365	0.15720938901	0.563741109207889	0.1003483433424	0.630393956803248	0.169405108307	0.266345071430692	0.21522865716	0.0680883066043513	Not Enriched	Genome	41558
dtn	detonator	No	NA	1	0.161994613487544	0.0282025469554615	0.190197160443006	0.05559465451	0.770656769610222	0.1738409687	0.557217590874275	0.01514667403	0.976958573748009	0.0969062168183	0.644475614499606	0.067451061954	0.623469650001261	0.11756753866	0.210182152489356	Not Enriched	Genome	31555
dtr	defective transmitter release	No	NA	1	0.0957517943007469	0.114668646906595	0.210420441207342	1.54798910474	0.00642725007445823	0.6137442429	0.120653146442526	1.37094282852	0.00907528012259816	0.0974467169102	0.471542832754732	0.117125613173	0.117161431802542	1.36353787338	1.47060198954276e-07	Testis, Imaginal Disc	Genome	318856
Duba	Deubiquitinating enzyme A	No	NA	1	-0.0608454153252417	-0.0909013384248678	-0.151746753750109	0.07696372568	0.592419492162643	-0.0660930901	1	0.21044784238	0.167379662291307	0.2150829264321	0.13896094469124	0.020319076068	0.82182807869224	0.11735303112	0.0593137848974302	Not Enriched	Genome	39302
DUBAI	Deubiquitinating apoptotic inhibitor	No	NA	1	0.0488629802285846	-0.0619922939731919	-0.0131293137446074	0.20445685581	0.0101491319027998	0.0998030907	0.371423958153407	0.30793269068	3.325439383159e-05	0.2483942173804	0.00160329272649453	0.209223169305	0.0220206121640842	0.22921493367	1.57885189408311e-12	Not Enriched	Genome	36361
Duox	Dual oxidase	No	NA	1	0.18034053793665	0.376293525459304	0.556634063395953	0.14731388567	0.386250605271219	0.1506013411	0.557566587493344	0.18714752829	0.317445867333854	0.1383710560528	0.439755920533141	0.08083469544	0.574902904608207	0.18325705621	0.0104023126709592	Ovary, Carcass	Genome	33477
dup	double parked	Yes	NA	1	0.181125290213532	-0.042689092490069	0.138436197723463	0.12258234522	0.563663856832816	-0.1598123967	1	0.05048018631	0.877766440364178	0.0851987069751	0.68274731232572	0.075158174374	0.564054837893762	0.1134645612	0.353232705000854	Not Enriched	Genome	47121
Dup99B	Ductus ejaculatorius peptide 99B	No	NA	1	0.228765637707151	0.589629934366342	0.818395572073493	-1.60497139845	1	-1.602415079	1	-1.95207727088	1	-1.6123642478709	1	-1.176868273902	1	-1.87046613261	1	Accessory Gland, Testis	Genome	2768691
dUTPase	Deoxyuridine triphosphatase	No	NA	1	0.058284901787705	0.064396373809415	0.12268127559712	-0.99370119183	1	-1.1048919803	1	-0.68690319815	1	-0.5450493993323	1	-0.689026319356	1	-0.87099107041	1	Not Enriched	Genome	34529
dwg	deformed wings	No	NA	1	-0.0493481719031634	0.064936382542592	0.0155882106394286	-0.08411991064	1	-0.3821872088	1	-0.26192545313	1	-0.265995095626	1	-0.028253120117	0.996804708587728	-0.24508937462	1	Not Enriched	Genome	31265
dx	deltex	No	NA	1	0.056887851283603	-0.105107558316066	-0.0482197070324633	0.21706398921	0.253331409930882	0.1839046844	0.519319692632955	0.38141386064	0.0690600902828876	0.5804469085361	0.00642887495069823	0.172261419058	0.300067895475352	0.40062442661	1.3866812768022e-05	Not Enriched	Genome	31589
Dyrk2	Dual-specificity tyrosine phosphorylation-regulated kinase 2	No	NA	1	0.0269896268190092	0.00399926118732408	0.0309888880063333	0.4921477594	0.000959538963175877	0.5012830525	0.00602892211586809	0.28767054294	0.0570465820440314	0.384938284977	0.00952245380790779	0.263754990197	0.0910380192385375	0.41996070802	6.4521497910764e-12	Not Enriched	Genome	34831
Dyrk3	Dual-specificity tyrosine phosphorylation-regulated kinase 3	No	NA	1	-0.13512362980584	-0.077742121616192	-0.212865751422032	0.17227996338	0.0353421369109442	0.1893246449	0.0584728378185218	0.18291614024	0.0216754928887624	0.2332481511398	0.00472830767494455	0.204127137901	0.0241782312883596	0.20956778237	4.1307813821369e-12	Not Enriched	Genome	3885567
Dys	Dystrophin	No	NA	1	0.0682572679485333	0.12602719733963	0.194284465288163	-0.03391385376	1	0.2561465751	0.4118947795663	-0.07590540894	1	-0.0691870072207	1	0.004915200465	0.895257448858679	-0.01685127604	1	Not Enriched	Genome	42327
Dysb	Dysbindin	No	NA	1	-0.147906978879104	0.0166033054184804	-0.131303673460623	-0.29585650203	1	-0.7155829973	1	-0.16613953511	1	-0.2844113658646	1	-0.097345300301	1	-0.33820017782	1	Not Enriched	Genome	40052
dysc	dyschronic	No	NA	1	0.0983644360325905	-0.262793131095288	-0.164428695062698	0.94087597379	0.00401837846462456	1.2811379838	0.00108638226324315	0.94790158373	0.00283614179113654	0.8164364563587	0.011223533433066	0.784705416677	0.027164921001146	1.10600814312	6.82220247583914e-15	Head, Male Head, Female Head, CNS, Pharate CNS	Genome	39533
dysf	dysfusion	No	NA	1	-0.124771804714077	-0.0246456769091856	-0.149417481623263	0.43617962754	0.105874490553556	1.5394500775	0.0109923161747517	0.37482474112	0.198035319245657	0.079266477953	0.584041128216671	0.004614951371	NA	0.74528976125	0.00184955006398654	Imaginal Disc	Genome	43174
E(bx)	Enhancer of bithorax	No	NA	1	-0.255546275862197	0.429629429422379	0.174083153560182	0.79001082809	0.0253139048132742	0.3014543409	0.391630218393386	0.4404267143	0.145035941732061	0.0708524056428	0.708870386109635	0.176062834562	0.175666512757019	0.64113631033	0.000161185332334852	Not Enriched	Genome	44811
E(Pc)	Enhancer of Polycomb	No	NA	1	0.410759585814484	0.179060303794814	0.589819889609298	-0.27990028173	1	-0.2350489147	1	-0.47960118032	1	-0.2505968310902	1	-0.034425771413	1	-0.4186342464	1	Not Enriched	Genome	36238
e(r)	enhancer of rudimentary	No	NA	1	0.0381707290953288	-0.0986613379632805	-0.0604906088679517	-0.37721370696	1	-0.5487641148	1	-0.41196361104	1	-0.3272898136226	1	-0.276971404364	1	-0.41287611959	1	Not Enriched	Genome	43951
E(spl)m3-HLH	Enhancer of split m3, helix-loop-helix	Yes	NA	1	-0.0712916841251328	-0.0351377316634223	-0.106429415788555	-0.06599002234	1	-0.2407594434	1	-0.14013961863	1	-0.0417863735133	1	-0.080351397724	1	-0.14688801293	1	Carcass, Imaginal Disc	Genome	43156
